Product Code,Category,Sub Category,Brand,Product,Description,Features,Final Price,Image,Related
INGL3366,Gift Vouchers,,Fitness First,Fitness First Gift Voucher Worth INR 10000,"<p>According to Fitness First, staying fit is simply a way of life and the longer you are at it more it becomes effortless. So much so, that it becomes a second nature, an unconscious following of a healthy lifestyle in all aspects of individual living.  Fitness First Gift Voucher is ideal for everybody who is yet to wake up to the benefits of proper exercising. This voucher provides club membership in a Fitness First center near you.</p>","<ul>
  <li>This gift voucher is redeemable only at the Fitness First India clubs, review the link for a list of our clubs http://www.fitnessfirst.net.in/in/clubinfo/main.asp.<br />
  </li>
  <li>This gift voucher is valid for a period of 3 months from the date of purchase.<br />
  </li>
  <li>You must be 16 years and older to use this gift voucher.<br />
  </li>
  <li>For existing members of Fitness First India, the value of the gift voucher may be redeemed against any new Personal Training or Nutrition Counselling packages.<br />
  </li>
  <li>This gift voucher does not entitle existing members for refund on membership dues or Personal Training and/or Nutrition Counselling packages already paid.<br />
  </li>
  <li>For new joining members of Fitness First India, the value of the gift voucher may be redeemed against membership fees only.<br />
  </li>
  <li>The voucher cannot be exchanged for cash.<br />
  </li>
  <li>The voucher cannot be clubbed with another existing offer.<br />
  </li>
  <li>Members shall be required to execute an agreement for services availed by them at </li>
  <li>Fitness First India Private Limited and the membership shall be subject to the terms and conditions of Fitness First India Private Limited. Please visit www.fitnessfirst.net.in for detailed T& CS.<br />
  </li>
  <li>Any dispute regarding the gift vouchers shall be subject jurisdiction of courts in Delhi only. 11) Club timings - 6:30am to 10:00pm (weekdays), 7:00 am to 7:00pm (weekends).<br />
  </li>
  <li>Fitness First reserves the right at any time without prior notice to add, alter, modify, all or any of these terms and conditions.<br />
  </li>
</ul>",8670,INGL3366.jpg,INGL3364 INGl3365 INGL3363
INGL3367,Gift Vouchers,,Arrow,Arrow Gift Voucher Worth INR 1000,<p>One of the worlds leading Men's Fashion brands. Collections includes both formal &  casual wear for Men &  Women. Available in over a 100 exclusive stores is 52 citites in India.</p>,"<ul>
  <li>Validity: 3 months.<br />
  </li>
  <li>This Gift Card is not credit/debit or ATM card.<br />
  </li>
  <li>This Gift Card is freely transferable and redeemable for any product/merchandise at any participating store of GANT in India, unless otherwise specified at the point of sale.<br />
  </li>
  <li>The Gift Card balance is redeemable for merchandise only and will not be redeemed for cash.<br />
  </li>
  <li>In case the value of the merchandise exceeds the value of the Gift card, the difference must be paid by cash, credit card or debit card.<br />
  </li>
  <li>This Gift Card will not be replaced or refunded if lost or stolen.</li>
</ul>",897.6,INGL3367.jpg,INGL3360 INGL3370 INGL3373 INGL3376
INGL3368,Gift Vouchers,,Arrow,Arrow Gift Voucher Worth INR 3000,<p>One of the worlds leading Men's Fashion brands. Collections includes both formal &  casual wear for Men &  Women. Available in over a 100 exclusive stores is 52 citites in India.</p>,"<ul>
  <li>Validity: 3 months.<br />
  </li>
  <li>This Gift Card is not credit/debit or ATM card.<br />
  </li>
  <li>This Gift Card is freely transferable and redeemable for any product/merchandise at any participating store of GANT in India, unless otherwise specified at the point of sale.<br />
  </li>
  <li>The Gift Card balance is redeemable for merchandise only and will not be redeemed for cash.<br />
  </li>
  <li>In case the value of the merchandise exceeds the value of the Gift card, the difference must be paid by cash, credit card or debit card.<br />
  </li>
  <li>This Gift Card will not be replaced or refunded if lost or stolen.</li>
</ul>",2703,INGL3368.jpg,INGL3588 INGL3354 INGL3581 INGL3371
INGL3369,Gift Vouchers,,Arrow,Arrow Gift Voucher Worth INR 5000,<p>One of the worlds leading Men's Fashion brands. Collections includes both formal &  casual wear for Men &  Women. Available in over a 100 exclusive stores is 52 citites in India.</p>,"<ul>
  <li>Validity: 3 months.<br />
  </li>
  <li>This Gift Card is not credit/debit or ATM card.<br />
  </li>
  <li>This Gift Card is freely transferable and redeemable for any product/merchandise at any participating store of GANT in India, unless otherwise specified at the point of sale.<br />
  </li>
  <li>The Gift Card balance is redeemable for merchandise only and will not be redeemed for cash.<br />
  </li>
  <li>In case the value of the merchandise exceeds the value of the Gift card, the difference must be paid by cash, credit card or debit card.<br />
  </li>
  <li>This Gift Card will not be replaced or refunded if lost or stolen.</li>
</ul>",4324.8,INGL3369.jpg,INGL3590 INGL3355 INGL3589 INGL3372
INGL3370,Gift Vouchers,,Gant,Gant Gift Voucher Worth INR 1000,"<p>GANTis a Swedish luxury clothing brand of American heritage launched in New Haven in 1949. The brand has since then been further developed, being influenced by European Styles, and is now a global clothing business. Damon Gant's products are available from retailers and at signature Gant stores throughout the world, and offer clothing for men, women, boys, girls and babies. Home, Time, Fragrance, Footwear, Underwear and Eyewear licenses are also incorporated under the Gant brand name.</p>",,897.6,INGL3370.jpg,INGL3367 INGL3360 INGL3373 INGL3376
INGL3371,Gift Vouchers,,Gant,Gant Gift Voucher Worth INR 3000,"<p>GANTis a Swedish luxury clothing brand of American heritage launched in New Haven in 1949. The brand has since then been further developed, being influenced by European Styles, and is now a global clothing business. Damon Gant's products are available from retailers and at signature Gant stores throughout the world, and offer clothing for men, women, boys, girls and babies. Home, Time, Fragrance, Footwear, Underwear and Eyewear licenses are also incorporated under the Gant brand name.</p>",,2703,INGL3371.jpg,INGL3588 INGL3354 INGL3368 INGL3581
INGL3372,Gift Vouchers,,Gant,Gant Gift Voucher Worth INR 5000,"<p>GANTis a Swedish luxury clothing brand of American heritage launched in New Haven in 1949. The brand has since then been further developed, being influenced by European Styles, and is now a global clothing business. Damon Gant's products are available from retailers and at signature Gant stores throughout the world, and offer clothing for men, women, boys, girls and babies. Home, Time, Fragrance, Footwear, Underwear and Eyewear licenses are also incorporated under the Gant brand name.</p>",,4324.8,INGL3372.jpg,INGL3590 INGL3355 INGL3369 INGL3589
INGL3373,Gift Vouchers,,IZOD,IZOD Gift Voucher Worth INR 1000,"<p>The IZOD story begins across the pond in London, where talented tailor, Arthur James Jack Izod, opens the first A.J. IZOD store in Londons West End in 1922, selling fine shirts, ties, hosiery and sportswear. In 1930, Edward, The Prince of Wales, is so impressed with Jack apparel, he commissions him to make shirts for the royal household. While in London, an executive from David Crystal, Inc. became intrigued by the IZOD name and purchased the rights to it. The IZOD brand was launched by David Crystal, Inc. in the United States in 1937.</p>",,897.6,INGL3373.jpg,INGL3367 INGL3370 INGL3360 INGL3376
INGL3374,Gift Vouchers,,IZOD,IZOD Gift Voucher Worth INR 3000,"<p>The IZOD story begins across the pond in London, where talented tailor, Arthur James Jack Izod, opens the first A.J. IZOD store in Londons West End in 1922, selling fine shirts, ties, hosiery and sportswear. In 1930, Edward, The Prince of Wales, is so impressed with Jack apparel, he commissions him to make shirts for the royal household. While in London, an executive from David Crystal, Inc. became intrigued by the IZOD name and purchased the rights to it. The IZOD brand was launched by David Crystal, Inc. in the United States in 1937.</p>",,2703,INGL3374.jpg,INGL3377 INGL3380 INGL3383 INGL3386
INGL3375,Gift Vouchers,,IZOD,IZOD Gift Voucher Worth INR 5000,"<p>The IZOD story begins across the pond in London, where talented tailor, Arthur James Jack Izod, opens the first A.J. IZOD store in Londons West End in 1922, selling fine shirts, ties, hosiery and sportswear. In 1930, Edward, The Prince of Wales, is so impressed with Jack apparel, he commissions him to make shirts for the royal household. While in London, an executive from David Crystal, Inc. became intrigued by the IZOD name and purchased the rights to it. The IZOD brand was launched by David Crystal, Inc. in the United States in 1937.</p>",,4324.8,INGL3375.jpg,INGL3590 INGL3355 INGL3369 INGL3589
INGL3376,Gift Vouchers,,ELLE,ELLE Gift Voucher Worth INR 1000,"<p>ELLE, the largest selling fashion magazine in the world is owned by the Lagardere Active Group which is based out of France. Lagardere Active Enterprises is the dedicated business unit of the Lagardere Active Group, running the brand extension worldwide. The group, now in partnership with Arvind Lifestyle Brands, brings to India the ELLE range of French fashionwear. The collections developed have an optimistic, liberal and unique persona and distill the brand values of proximity, open-mindedness, freedom and optimism.</p>",,897.6,INGL3376.jpg,INGL3367 INGL3370 INGL3373 INGL3360
INGL3377,Gift Vouchers,,ELLE,ELLE Gift Voucher Worth INR 3000,"<p>ELLE, the largest selling fashion magazine in the world is owned by the Lagardere Active Group which is based out of France. Lagardere Active Enterprises is the dedicated business unit of the Lagardere Active Group, running the brand extension worldwide. The group, now in partnership with Arvind Lifestyle Brands, brings to India the ELLE range of French fashionwear. The collections developed have an optimistic, liberal and unique persona and distill the brand values of proximity, open-mindedness, freedom and optimism.</p>",,2703,INGL3377.jpg,INGL3374 INGL3380 INGL3383 INGL3386
INGL3378,Gift Vouchers,,ELLE,ELLE Gift Voucher Worth INR 5000,"<p>ELLE, the largest selling fashion magazine in the world is owned by the Lagardere Active Group which is based out of France. Lagardere Active Enterprises is the dedicated business unit of the Lagardere Active Group, running the brand extension worldwide. The group, now in partnership with Arvind Lifestyle Brands, brings to India the ELLE range of French fashionwear. The collections developed have an optimistic, liberal and unique persona and distill the brand values of proximity, open-mindedness, freedom and optimism.</p>",,4324.8,INGL3378.jpg,INGL3590 INGL3355 INGL3369 INGL3589
INGL3379,Gift Vouchers,,Energie,Energie Gift Voucher Worth INR 1000,"<p>Denim, experimentation, creativity, and research are the key words to understand this urban casual mainstreamer brand, always connected with the youth world and with all the novelties concerning it. A brand where urban details and artistic inspirations are transformed into style. An energetic, masculine and unconventional design to express a young man's personality beyond defined schemes and mere seasonal trends.</p>",,897.6,INGL3379.jpg,INGL3382 INGL3385 INGL3388 INGL3392
INGL3380,Gift Vouchers,,Energie,Energie Gift Voucher Worth INR 3000,"<p>Denim, experimentation, creativity, and research are the key words to understand this urban casual mainstreamer brand, always connected with the youth world and with all the novelties concerning it. A brand where urban details and artistic inspirations are transformed into style. An energetic, masculine and unconventional design to express a young man's personality beyond defined schemes and mere seasonal trends.</p>",,2703,INGL3380.jpg,INGL3377 INGL3374 INGL3383 INGL3386
INGL3381,Gift Vouchers,,Energie,Energie Gift Voucher Worth INR 5000,"<p>Denim, experimentation, creativity, and research are the key words to understand this urban casual mainstreamer brand, always connected with the youth world and with all the novelties concerning it. A brand where urban details and artistic inspirations are transformed into style. An energetic, masculine and unconventional design to express a young man's personality beyond defined schemes and mere seasonal trends.</p>",,4324.8,INGL3381.jpg,INGL3590 INGL3355 INGL3369 INGL3589
